Btl_Cnt,Cst_Cnt,Depth_ID,Depthm,T_degC,O2ml_L,R_Depth,Unnamed: 0,Cast_ID,Quarter,Date,Year,Month,Lat_Dec,Lon_Dec
728477,29339,20-0001NM-PR-007-2019-09330267-0000B-7,0,14.4,6.01,0.0,29338.0,20-0001NM-PR-007-2019-09330267,1.0,01/07/2000,2000.0,1.0,32.958333,-117.303333
728491,29340,20-0001NM-MX-007-2347-09330280-0000B-7,0,14.73,6.01,0.0,29339.0,20-0001NM-MX-007-2347-09330280,1.0,01/07/2000,2000.0,1.0,32.91,-117.391666
728522,29341,20-0001NM-MX-008-0256-09330300-0000B-7,0,14.72,6.03,0.0,29340.0,20-0001NM-MX-008-0256-09330300,1.0,01/08/2000,2000.0,1.0,32.85,-117.53
728553,29342,20-0001NM-MX-008-0708-09330350-0000B-7,0,14.27,5.98,0.0,29341.0,20-0001NM-MX-008-0708-09330350,1.0,01/08/2000,2000.0,1.0,32.678333,-117.876666
728586,29343,20-0001NM-MX-008-1119-09330400-0000B-7,0,14.52,5.98,0.0,29342.0,20-0001NM-MX-008-1119-09330400,1.0,01/08/2000,2000.0,1.0,32.513333,-118.215
728615,29344,20-0001NM-PR-008-1832-09330450-0000B-7,0,14.97,5.93,0.0,29343.0,20-0001NM-PR-008-1832-09330450,1.0,01/08/2000,2000.0,1.0,32.348333,-118.578333
728650,29345,20-0001NM-MX-008-2138-09330500-0000B-7,0,14.24,6.05,0.0,29344.0,20-0001NM-MX-008-2138-09330500,1.0,01/08/2000,2000.0,1.0,32.176666,-118.891666
728682,29346,20-0001NM-MX-009-0214-09330550-0000B-7,0,14.19,5.97,0.0,29345.0,20-0001NM-MX-009-0214-09330550,1.0,01/09/2000,2000.0,1.0,32.003333,-119.238333
728716,29347,20-0001NM-MX-009-0616-09330600-0000B-7,0,14.21,5.95,0.0,29346.0,20-0001NM-MX-009-0616-09330600,1.0,01/09/2000,2000.0,1.0,31.846666,-119.573333
728747,29348,20-0001NM-MX-009-1240-09330700-0000B-7,0,15.19,5.8,0.0,29347.0,20-0001NM-MX-009-1240-09330700,1.0,01/09/2000,2000.0,1.0,31.518333,-120.255
728779,29349,20-0001NM-PR-009-1927-09330800-0000B-7,0,14.48,5.94,0.0,29348.0,20-0001NM-PR-009-1927-09330800,1.0,01/09/2000,2000.0,1.0,31.19,-120.905
728814,29350,20-0001NM-MX-010-0309-09330900-0000B-7,0,14.81,5.89,0.0,29349.0,20-0001NM-MX-010-0309-09330900,1.0,01/10/2000,2000.0,1.0,30.846666,-121.59
728846,29351,20-0001NM-MX-010-0928-09331000-0000B-7,0,15.66,5.73,0.0,29350.0,20-0001NM-MX-010-0928-09331000,1.0,01/10/2000,2000.0,1.0,30.513333,-122.265
728878,29352,20-0001NM-PR-010-1836-09331100-0000B-7,0,15.91,5.75,0.0,29351.0,20-0001NM-PR-010-1836-09331100,1.0,01/10/2000,2000.0,1.0,30.186666,-122.938333
728913,29353,20-0001NM-MX-010-2358-09331200-0000B-7,0,16.18,5.69,0.0,29352.0,20-0001NM-MX-010-2358-09331200,1.0,01/10/2000,2000.0,1.0,29.848333,-123.586666
728946,29354,20-0001NM-MX-011-0559-09001200-0000B-7,0,16.03,5.71,0.0,29353.0,20-0001NM-MX-011-0559-09001200,1.0,01/11/2000,2000.0,1.0,30.42,-123.998333
728980,29355,20-0001NM-MX-011-1227-09001100-0000B-7,0,15.7,5.74,0.0,29354.0,20-0001NM-MX-011-1227-09001100,1.0,01/11/2000,2000.0,1.0,30.748333,-123.335
729010,29356,20-0001NM-PR-011-1901-09001000-0000B-7,0,15.84,5.71,0.0,29355.0,20-0001NM-PR-011-1901-09001000,1.0,01/11/2000,2000.0,1.0,31.086666,-122.668333
729045,29357,20-0001NM-MX-012-0213-09000900-0000B-7,0,14.26,5.99,0.0,29356.0,20-0001NM-MX-012-0213-09000900,1.0,01/12/2000,2000.0,1.0,31.415,-121.99
729078,29358,20-0001NM-MX-012-0847-09000800-0000B-7,0,15.31,5.77,0.0,29357.0,20-0001NM-MX-012-0847-09000800,1.0,01/12/2000,2000.0,1.0,31.746666,-121.321666
729111,29359,20-0001NM-PR-012-1823-09000700-0000B-7,0,14.31,5.93,0.0,29358.0,20-0001NM-PR-012-1823-09000700,1.0,01/12/2000,2000.0,1.0,32.093333,-120.651666
729145,29360,20-0001NM-MX-012-2327-09000600-0000B-7,0,14.72,5.91,0.0,29359.0,20-0001NM-MX-012-2327-09000600,1.0,01/12/2000,2000.0,1.0,32.413333,-119.958333
729177,29361,20-0001NM-MX-013-0434-09000530-0000B-7,0,13.14,5.96,0.0,29360.0,20-0001NM-MX-013-0434-09000530,1.0,01/13/2000,2000.0,1.0,32.646666,-119.483333
729208,29362,20-0001NM-MX-014-0902-09000450-0000B-7,0,14.06,6.02,0.0,29361.0,20-0001NM-MX-014-0902-09000450,1.0,01/14/2000,2000.0,1.0,32.918333,-118.936666
729240,29363,20-0001NM-MX-014-1434-09000370-0000B-7,0,14.3,5.96,0.0,29362.0,20-0001NM-MX-014-1434-09000370,1.0,01/14/2000,2000.0,1.0,33.188333,-118.393333
729271,29364,20-0001NM-PR-014-1825-09000350-0000B-7,0,14.36,6.02,0.0,29363.0,20-0001NM-PR-014-1825-09000350,1.0,01/14/2000,2000.0,1.0,33.256666,-118.255
729299,29365,20-0001NM-MX-014-2245-09000300-0000B-7,0,14.88,6.04,0.0,29364.0,20-0001NM-MX-014-2245-09000300,1.0,01/14/2000,2000.0,1.0,33.418333,-117.908333
729331,29366,20-0001NM-MX-015-0200-09000280-0000B-7,0,14.95,6.0,0.0,29365.0,20-0001NM-MX-015-0200-09000280,1.0,01/15/2000,2000.0,1.0,33.485,-117.768333
729343,29367,20-0001NM-MX-015-0834-08670330-0000B-7,0,14.02,6.34,0.0,29366.0,20-0001NM-MX-015-0834-08670330,1.0,01/15/2000,2000.0,1.0,33.888333,-118.493333
729354,29368,20-0001NM-MX-015-1041-08670350-0000B-7,0,14.99,5.89,0.0,29367.0,20-0001NM-MX-015-1041-08670350,1.0,01/15/2000,2000.0,1.0,33.825,-118.63
729386,29369,20-0001NM-MX-015-1436-08670400-0000B-7,0,13.72,5.97,0.0,29368.0,20-0001NM-MX-015-1436-08670400,1.0,01/15/2000,2000.0,1.0,33.66,-118.978333
729415,29370,20-0001NM-PR-015-1846-08670450-0000B-7,0,13.84,6.02,0.0,29369.0,20-0001NM-PR-015-1846-08670450,1.0,01/15/2000,2000.0,1.0,33.495,-119.323333
729451,29371,20-0001NM-MX-015-2327-08670500-0000B-7,0,12.98,5.91,0.0,29370.0,20-0001NM-MX-015-2327-08670500,1.0,01/15/2000,2000.0,1.0,33.323333,-119.663333
729462,29372,20-0001NM-MX-016-0314-08670550-0000B-7,0,14.02,6.01,0.0,29371.0,20-0001NM-MX-016-0314-08670550,1.0,01/16/2000,2000.0,1.0,33.155,-120.01
729495,29373,20-0001NM-MX-016-0725-08670600-0000B-7,0,13.72,6.06,0.0,29372.0,20-0001NM-MX-016-0725-08670600,1.0,01/16/2000,2000.0,1.0,32.99,-120.348333
729527,29374,20-0001NM-MX-016-1340-08670700-0000B-7,0,14.98,5.82,0.0,29373.0,20-0001NM-MX-016-1340-08670700,1.0,01/16/2000,2000.0,1.0,32.661666,-121.03
729560,29375,20-0001NM-PR-016-1938-08670800-0000B-7,0,14.92,5.87,0.0,29374.0,20-0001NM-PR-016-1938-08670800,1.0,01/16/2000,2000.0,1.0,32.335,-121.696666
729595,29376,20-0001NM-MX-017-0221-08670900-0000B-7,0,15.36,5.85,0.0,29375.0,20-0001NM-MX-017-0221-08670900,1.0,01/17/2000,2000.0,1.0,31.988333,-122.395
729629,29377,20-0001NM-MX-017-0828-08671000-0000B-7,0,16.17,5.67,0.0,29376.0,20-0001NM-MX-017-0828-08671000,1.0,01/17/2000,2000.0,1.0,31.661666,-123.071666
729662,29378,20-0001NM-PR-017-1824-08671100-0000B-7,0,16.01,5.71,0.0,29377.0,20-0001NM-PR-017-1824-08671100,1.0,01/17/2000,2000.0,1.0,31.335,-123.743333
729699,29379,20-0001NM-MX-017-2350-08331100-0000B-7,0,15.41,5.84,0.0,29378.0,20-0001NM-MX-017-2350-08331100,1.0,01/17/2000,2000.0,1.0,31.915,-124.166666
729732,29380,20-0001NM-MX-018-0513-08331000-0000B-7,0,15.07,5.82,0.0,29379.0,20-0001NM-MX-018-0513-08331000,1.0,01/18/2000,2000.0,1.0,32.246666,-123.488333
729765,29381,20-0001NM-MX-018-1049-08330900-0000B-7,0,14.24,6.01,0.0,29380.0,20-0001NM-MX-018-1049-08330900,1.0,01/18/2000,2000.0,1.0,32.578333,-122.81
729797,29382,20-0001NM-PR-018-1757-08330800-0000B-7,0,14.17,6.01,0.0,29381.0,20-0001NM-PR-018-1757-08330800,1.0,01/18/2000,2000.0,1.0,32.91,-122.12
729831,29383,20-0001NM-MX-018-2251-08330700-0000B-7,0,13.37,6.24,0.0,29382.0,20-0001NM-MX-018-2251-08330700,1.0,01/18/2000,2000.0,1.0,33.245,-121.443333
729864,29384,20-0001NM-MX-019-0433-08330600-0000B-7,0,13.28,6.03,0.0,29383.0,20-0001NM-MX-019-0433-08330600,1.0,01/19/2000,2000.0,1.0,33.578333,-120.755
729898,29385,20-0001NM-MX-019-0831-08330550-0000B-7,0,12.85,5.95,0.0,29384.0,20-0001NM-MX-019-0831-08330550,1.0,01/19/2000,2000.0,1.0,33.745,-120.413333
729930,29386,20-0001NM-MX-019-1207-08330510-0000B-7,0,13.86,5.99,0.0,29385.0,20-0001NM-MX-019-1207-08330510,1.0,01/19/2000,2000.0,1.0,33.876666,-120.135
729943,29387,20-0001NM-PR-019-1823-08330420-0000B-7,0,14.86,5.95,0.0,29386.0,20-0001NM-PR-019-1823-08330420,1.0,01/19/2000,2000.0,1.0,34.181666,-119.511666
729964,29388,20-0001NM-MX-019-2052-08330406-0000B-7,0,14.81,6.01,0.0,29387.0,20-0001NM-MX-019-2052-08330406,1.0,01/19/2000,2000.0,1.0,34.223333,-119.411666
729970,29389,20-0001NM-MX-020-0126-08180469-0000B-7,0,13.17,6.36,0.0,29388.0,20-0001NM-MX-020-0126-08180469,1.0,01/20/2000,2000.0,1.0,34.273333,-120.026666
730005,29390,20-0001NM-MX-020-1313-08000510-0000B-7,0,13.61,6.04,0.0,29389.0,20-0001NM-MX-020-1313-08000510,1.0,01/20/2000,2000.0,1.0,34.45,-120.525
730018,29391,20-0001NM-PR-020-1859-08000550-0000B-7,0,13.18,5.86,0.0,29390.0,20-0001NM-PR-020-1859-08000550,1.0,01/20/2000,2000.0,1.0,34.333333,-120.813333
730052,29392,20-0001NM-MX-020-2200-08000600-0000B-7,0,13.08,5.88,0.0,29391.0,20-0001NM-MX-020-2200-08000600,1.0,01/20/2000,2000.0,1.0,34.148333,-121.146666
730083,29393,20-0001NM-MX-021-0349-08000700-0000B-7,0,13.16,6.18,0.0,29392.0,20-0001NM-MX-021-0349-08000700,1.0,01/21/2000,2000.0,1.0,33.82,-121.85
730113,29394,20-0001NM-MX-021-0940-08000800-0000B-7,0,13.85,6.01,0.0,29393.0,20-0001NM-MX-021-0940-08000800,1.0,01/21/2000,2000.0,1.0,33.483333,-122.53
730145,29395,20-0001NM-PR-021-1808-08000900-0000B-7,0,14.71,5.9,0.0,29394.0,20-0001NM-PR-021-1808-08000900,1.0,01/21/2000,2000.0,1.0,33.158333,-123.226666
730181,29396,20-0001NM-MX-021-2319-08001000-0000B-7,0,14.95,5.88,0.0,29395.0,20-0001NM-MX-021-2319-08001000,1.0,01/21/2000,2000.0,1.0,32.82,-123.906666
730214,29397,20-0001NM-MX-022-0507-07671000-0000B-7,0,15.04,5.83,0.0,29396.0,20-0001NM-MX-022-0507-07671000,1.0,01/22/2000,2000.0,1.0,33.391666,-124.326666
730247,29398,20-0001NM-MX-022-1042-07670900-0000B-7,0,14.39,5.93,0.0,29397.0,20-0001NM-MX-022-1042-07670900,1.0,01/22/2000,2000.0,1.0,33.725,-123.633333
730276,29399,20-0001NM-PR-022-1803-07670800-0000B-7,0,12.76,6.22,0.0,29398.0,20-0001NM-PR-022-1803-07670800,1.0,01/22/2000,2000.0,1.0,34.058333,-122.943333
730311,29400,20-0001NM-MX-022-2313-07670700-0000B-7,0,12.87,6.22,0.0,29399.0,20-0001NM-MX-022-2313-07670700,1.0,01/22/2000,2000.0,1.0,34.388333,-122.25
730341,29401,20-0001NM-MX-023-0522-07670600-0000B-7,0,12.89,6.17,0.0,29400.0,20-0001NM-MX-023-0522-07670600,1.0,01/23/2000,2000.0,1.0,34.725,-121.548333
730373,29402,20-0001NM-MX-023-0935-07670550-0000B-7,0,13.11,5.95,0.0,29401.0,20-0001NM-MX-023-0935-07670550,1.0,01/23/2000,2000.0,1.0,34.888333,-121.2
730404,29403,20-0001NM-MX-023-1329-07670510-0000B-7,0,13.15,6.02,0.0,29402.0,20-0001NM-MX-023-1329-07670510,1.0,01/23/2000,2000.0,1.0,35.023333,-120.92
730428,29404,20-0001NM-MX-023-1540-07670490-0000B-7,0,12.42,5.64,0.0,29403.0,20-0001NM-MX-023-1540-07670490,1.0,01/23/2000,2000.0,1.0,35.09,-120.776666
730440,29405,20-0004JD-MX-098-2207-09330267-0000B-7,0,16.14,6.66,0.0,29404.0,20-0004JD-MX-098-2207-09330267,2.0,04/07/2000,2000.0,4.0,32.958333,-117.303333
730453,29406,20-0004JD-MX-099-0047-09330280-0000B-7,0,15.82,6.05,0.0,29405.0,20-0004JD-MX-099-0047-09330280,2.0,04/08/2000,2000.0,4.0,32.908333,-117.398333
730484,29407,20-0004JD-MX-099-0341-09330300-0000B-7,0,15.84,6.02,0.0,29406.0,20-0004JD-MX-099-0341-09330300,2.0,04/08/2000,2000.0,4.0,32.846666,-117.538333
730514,29408,20-0004JD-MX-099-0754-09330350-0000B-7,0,15.36,5.99,0.0,29407.0,20-0004JD-MX-099-0754-09330350,2.0,04/08/2000,2000.0,4.0,32.683333,-117.875
730543,29409,20-0004JD-MX-099-1221-09330400-0000B-7,0,14.35,6.02,0.0,29408.0,20-0004JD-MX-099-1221-09330400,2.0,04/08/2000,2000.0,4.0,32.516666,-118.203333
730573,29410,20-0004JD-PR-099-1831-09330450-0000B-7,0,14.66,5.93,0.0,29409.0,20-0004JD-PR-099-1831-09330450,2.0,04/08/2000,2000.0,4.0,32.351666,-118.546666
730607,29411,20-0004JD-MX-099-2152-09330500-0000B-7,0,15.26,5.85,0.0,29410.0,20-0004JD-MX-099-2152-09330500,2.0,04/08/2000,2000.0,4.0,32.185,-118.885
730641,29412,20-0004JD-MX-100-0208-09330550-0000B-7,0,15.22,5.86,0.0,29411.0,20-0004JD-MX-100-0208-09330550,2.0,04/09/2000,2000.0,4.0,32.013333,-119.235
730673,29413,20-0004JD-MX-100-0612-09330600-0000B-7,0,14.95,5.9,0.0,29412.0,20-0004JD-MX-100-0612-09330600,2.0,04/09/2000,2000.0,4.0,31.85,-119.568333
730704,29414,20-0004JD-MX-100-1229-09330700-0000B-7,0,14.79,6.01,0.0,29413.0,20-0004JD-MX-100-1229-09330700,2.0,04/09/2000,2000.0,4.0,31.518333,-120.246666
730737,29415,20-0004JD-PR-100-1912-09330800-0000B-7,0,15.01,5.89,0.0,29414.0,20-0004JD-PR-100-1912-09330800,2.0,04/09/2000,2000.0,4.0,31.186666,-120.92
730773,29416,20-0004JD-MX-101-0210-09330900-0000B-7,0,15.6,5.81,0.0,29415.0,20-0004JD-MX-101-0210-09330900,2.0,04/10/2000,2000.0,4.0,30.851666,-121.588333
730806,29417,20-0004JD-MX-101-0825-09331000-0000B-7,0,15.65,5.82,0.0,29416.0,20-0004JD-MX-101-0825-09331000,2.0,04/10/2000,2000.0,4.0,30.515,-122.255
730839,29418,20-0004JD-PR-101-1803-09331100-0000B-7,0,16.1,5.75,0.0,29417.0,20-0004JD-PR-101-1803-09331100,2.0,04/10/2000,2000.0,4.0,30.163333,-122.936666
730876,29419,20-0004JD-MX-101-2354-09331200-0000B-7,0,16.99,5.66,0.0,29418.0,20-0004JD-MX-101-2354-09331200,2.0,04/10/2000,2000.0,4.0,29.848333,-123.586666
730909,29420,20-0004JD-MX-102-0508-09001200-0000B-7,0,16.88,5.65,0.0,29419.0,20-0004JD-MX-102-0508-09001200,2.0,04/11/2000,2000.0,4.0,30.421666,-123.993333
730943,29421,20-0004JD-MX-102-1114-09001100-0000B-7,0,16.23,5.71,0.0,29420.0,20-0004JD-MX-102-1114-09001100,2.0,04/11/2000,2000.0,4.0,30.75,-123.331666
731011,29423,20-0004JD-MX-103-0048-09000900-0000B-7,0,14.78,6.01,0.0,29422.0,20-0004JD-MX-103-0048-09000900,2.0,04/12/2000,2000.0,4.0,31.413333,-121.99
731042,29424,20-0004JD-MX-103-0659-09000800-0000B-7,0,14.49,6.09,0.0,29423.0,20-0004JD-MX-103-0659-09000800,2.0,04/12/2000,2000.0,4.0,31.756666,-121.315
731071,29425,20-0004JD-PR-103-1809-09000700-0000B-7,0,14.98,5.95,0.0,29424.0,20-0004JD-PR-103-1809-09000700,2.0,04/12/2000,2000.0,4.0,32.083333,-120.646666
731105,29426,20-0004JD-MX-103-2312-09000600-0000B-7,0,15.41,5.93,0.0,29425.0,20-0004JD-MX-103-2312-09000600,2.0,04/12/2000,2000.0,4.0,32.42,-119.963333
731138,29427,20-0004JD-MX-104-0407-09000530-0000B-7,0,14.38,5.99,0.0,29426.0,20-0004JD-MX-104-0407-09000530,2.0,04/13/2000,2000.0,4.0,32.65,-119.486666
731169,29428,20-0004JD-MX-104-0930-09000450-0000B-7,0,15.65,5.94,0.0,29427.0,20-0004JD-MX-104-0930-09000450,2.0,04/13/2000,2000.0,4.0,32.923333,-118.94
731199,29429,20-0004JD-MX-104-1501-09000370-0000B-7,0,15.51,5.96,0.0,29428.0,20-0004JD-MX-104-1501-09000370,2.0,04/13/2000,2000.0,4.0,33.188333,-118.386666
731233,29430,20-0004JD-PR-104-1756-09000350-0000B-7,0,16.11,5.93,0.0,29429.0,20-0004JD-PR-104-1756-09000350,2.0,04/13/2000,2000.0,4.0,33.251666,-118.248333
731262,29431,20-0004JD-MX-104-2228-09000300-0000B-7,0,16.22,6.15,0.0,29430.0,20-0004JD-MX-104-2228-09000300,2.0,04/13/2000,2000.0,4.0,33.418333,-117.905
731292,29432,20-0004JD-MX-105-0330-09000280-0000B-7,0,16.32,8.03,0.0,29431.0,20-0004JD-MX-105-0330-09000280,2.0,04/14/2000,2000.0,4.0,33.483333,-117.77
731303,29433,20-0004JD-MX-105-1051-08670330-0000B-7,0,13.82,6.76,0.0,29432.0,20-0004JD-MX-105-1051-08670330,2.0,04/14/2000,2000.0,4.0,33.89,-118.493333
731312,29434,20-0004JD-MX-105-1249-08670350-0000B-7,0,13.68,6.21,0.0,29433.0,20-0004JD-MX-105-1249-08670350,2.0,04/14/2000,2000.0,4.0,33.828333,-118.635
731342,29435,20-0004JD-PR-105-1812-08670400-0000B-7,0,14.79,6.14,0.0,29434.0,20-0004JD-PR-105-1812-08670400,2.0,04/14/2000,2000.0,4.0,33.66,-118.978333
731374,29436,20-0004JD-MX-105-2221-08670450-0000B-7,0,13.77,5.85,0.0,29435.0,20-0004JD-MX-105-2221-08670450,2.0,04/14/2000,2000.0,4.0,33.496666,-119.32
731407,29437,20-0004JD-MX-106-0223-08670500-0000B-7,0,13.49,6.09,0.0,29436.0,20-0004JD-MX-106-0223-08670500,2.0,04/15/2000,2000.0,4.0,33.323333,-119.666666
731417,29438,20-0004JD-MX-106-0545-08670550-0000B-7,0,12.96,6.68,0.0,29437.0,20-0004JD-MX-106-0545-08670550,2.0,04/15/2000,2000.0,4.0,33.158333,-120.008333
731477,29440,20-0004JD-PR-106-1807-08670700-0000B-7,0,14.26,6.17,0.0,29439.0,20-0004JD-PR-106-1807-08670700,2.0,04/15/2000,2000.0,4.0,32.648333,-121.035
731513,29441,20-0004JD-MX-106-2323-08670800-0000B-7,0,15.51,5.86,0.0,29440.0,20-0004JD-MX-106-2323-08670800,2.0,04/15/2000,2000.0,4.0,32.32,-121.715
731547,29442,20-0004JD-MX-107-0516-08670900-0000B-7,0,15.93,5.81,0.0,29441.0,20-0004JD-MX-107-0516-08670900,2.0,04/16/2000,2000.0,4.0,31.988333,-122.398333
731578,29443,20-0004JD-MX-107-1306-08671000-0000B-7,0,15.66,5.82,0.0,29442.0,20-0004JD-MX-107-1306-08671000,2.0,04/16/2000,2000.0,4.0,31.656666,-123.071666
731610,29444,20-0004JD-PR-107-1930-08671100-0000B-7,0,16.71,5.67,0.0,29443.0,20-0004JD-PR-107-1930-08671100,2.0,04/16/2000,2000.0,4.0,31.325,-123.741666
731645,29445,20-0004JD-MX-108-0238-08331100-0000B-7,0,15.92,5.82,0.0,29444.0,20-0004JD-MX-108-0238-08331100,2.0,04/17/2000,2000.0,4.0,31.916666,-124.165
731680,29446,20-0004JD-MX-108-0820-08331000-0000B-7,0,15.76,5.8,0.0,29445.0,20-0004JD-MX-108-0820-08331000,2.0,04/17/2000,2000.0,4.0,32.241666,-123.495
731714,29447,20-0004JD-PR-108-1813-08330900-0000B-7,0,15.52,5.8,0.0,29446.0,20-0004JD-PR-108-1813-08330900,2.0,04/17/2000,2000.0,4.0,32.596666,-122.826666
731750,29448,20-0004JD-MX-108-2319-08330800-0000B-7,0,15.82,5.75,0.0,29447.0,20-0004JD-MX-108-2319-08330800,2.0,04/17/2000,2000.0,4.0,32.913333,-122.13
731782,29449,20-0004JD-MX-109-0507-08330700-0000B-7,0,14.36,6.0,0.0,29448.0,20-0004JD-MX-109-0507-08330700,2.0,04/18/2000,2000.0,4.0,33.245,-121.443333
731815,29450,20-0004JD-MX-109-1056-08330600-0000B-7,0,14.17,6.04,0.0,29449.0,20-0004JD-MX-109-1056-08330600,2.0,04/18/2000,2000.0,4.0,33.576666,-120.75
731847,29451,20-0004JD-MX-109-1500-08330550-0000B-7,0,13.37,6.14,0.0,29450.0,20-0004JD-MX-109-1500-08330550,2.0,04/18/2000,2000.0,4.0,33.748333,-120.41
731877,29452,20-0004JD-PR-109-1854-08330510-0000B-7,0,13.52,5.85,0.0,29451.0,20-0004JD-PR-109-1854-08330510,2.0,04/18/2000,2000.0,4.0,33.873333,-120.138333
731896,29453,20-0004JD-MX-110-0154-08330406-0000B-7,0,14.65,5.93,0.0,29452.0,20-0004JD-MX-110-0154-08330406,2.0,04/19/2000,2000.0,4.0,34.223333,-119.41
731904,29454,20-0004JD-MX-110-0336-08330420-0000B-7,0,14.31,5.85,0.0,29453.0,20-0004JD-MX-110-0336-08330420,2.0,04/19/2000,2000.0,4.0,34.176666,-119.508333
731920,29455,20-0004JD-MX-110-0806-08180469-0000B-7,0,12.23,6.23,0.0,29454.0,20-0004JD-MX-110-0806-08180469,2.0,04/19/2000,2000.0,4.0,34.283333,-120.026666
731954,29456,20-0004JD-MX-110-1246-08000510-0000B-7,0,12.85,6.36,0.0,29455.0,20-0004JD-MX-110-1246-08000510,2.0,04/19/2000,2000.0,4.0,34.448333,-120.523333
731965,29457,20-0004JD-PR-110-1832-08000550-0000B-7,0,14.24,6.08,0.0,29456.0,20-0004JD-PR-110-1832-08000550,2.0,04/19/2000,2000.0,4.0,34.293333,-120.823333
731999,29458,20-0004JD-MX-110-2121-08000600-0000B-7,0,14.32,6.08,0.0,29457.0,20-0004JD-MX-110-2121-08000600,2.0,04/19/2000,2000.0,4.0,34.148333,-121.156666
732030,29459,20-0004JD-MX-111-0310-08000700-0000B-7,0,14.05,6.12,0.0,29458.0,20-0004JD-MX-111-0310-08000700,2.0,04/20/2000,2000.0,4.0,33.815,-121.841666
732062,29460,20-0004JD-MX-111-0905-08000800-0000B-7,0,14.24,6.08,0.0,29459.0,20-0004JD-MX-111-0905-08000800,2.0,04/20/2000,2000.0,4.0,33.488333,-122.53
732096,29461,20-0004JD-PR-111-1808-08000900-0000B-7,0,15.6,5.88,0.0,29460.0,20-0004JD-PR-111-1808-08000900,2.0,04/20/2000,2000.0,4.0,33.165,-123.218333
732131,29462,20-0004JD-MX-111-2325-08001000-0000B-7,0,15.1,5.97,0.0,29461.0,20-0004JD-MX-111-2325-08001000,2.0,04/20/2000,2000.0,4.0,32.82,-123.905
732164,29463,20-0004JD-MX-112-0524-07671000-0000B-7,0,14.3,6.05,0.0,29462.0,20-0004JD-MX-112-0524-07671000,2.0,04/21/2000,2000.0,4.0,33.39,-124.331666
732196,29464,20-0004JD-MX-112-1155-07670900-0000B-7,0,14.1,6.08,0.0,29463.0,20-0004JD-MX-112-1155-07670900,2.0,04/21/2000,2000.0,4.0,33.718333,-123.635
732230,29465,20-0004JD-PR-112-1824-07670800-0000B-7,0,13.98,6.09,0.0,29464.0,20-0004JD-PR-112-1824-07670800,2.0,04/21/2000,2000.0,4.0,34.053333,-122.948333
732262,29466,20-0004JD-MX-113-0147-07670700-0000B-7,0,13.48,6.17,0.0,29465.0,20-0004JD-MX-113-0147-07670700,2.0,04/22/2000,2000.0,4.0,34.386666,-122.246666
732294,29467,20-0004JD-MX-113-0808-07670600-0000B-7,0,13.62,6.09,0.0,29466.0,20-0004JD-MX-113-0808-07670600,2.0,04/22/2000,2000.0,4.0,34.725,-121.545
732327,29468,20-0004JD-MX-113-1223-07670550-0000B-7,0,12.6,5.99,0.0,29467.0,20-0004JD-MX-113-1223-07670550,2.0,04/22/2000,2000.0,4.0,34.888333,-121.198333
732356,29469,20-0004JD-PR-113-1907-07670510-0000B-7,0,12.22,6.55,0.0,29468.0,20-0004JD-PR-113-1907-07670510,2.0,04/22/2000,2000.0,4.0,35.023333,-120.916666
732383,29470,20-0004JD-MX-113-2042-07670490-0000B-7,0,11.28,5.12,0.0,29469.0,20-0004JD-MX-113-2042-07670490,2.0,04/22/2000,2000.0,4.0,35.09,-120.776666
732395,29471,20-0007NM-PR-181-1844-09330267-0000B-7,0,20.55,5.69,0.0,29470.0,20-0007NM-PR-181-1844-09330267,2.0,06/29/2000,2000.0,6.0,32.946666,-117.305
732408,29472,20-0007NM-MX-181-2043-09330280-0000B-7,0,21.39,5.38,0.0,29471.0,20-0007NM-MX-181-2043-09330280,2.0,06/29/2000,2000.0,6.0,32.908333,-117.403333
732438,29473,20-0007NM-MX-181-2336-09330300-0000B-7,0,21.55,5.34,0.0,29472.0,20-0007NM-MX-181-2336-09330300,2.0,06/29/2000,2000.0,6.0,32.843333,-117.54
732470,29474,20-0007NM-MX-182-0322-09330350-0000B-7,0,19.05,5.58,0.0,29473.0,20-0007NM-MX-182-0322-09330350,2.0,06/30/2000,2000.0,6.0,32.676666,-117.878333
732501,29475,20-0007NM-MX-182-0714-09330400-0000B-7,0,18.52,5.64,0.0,29474.0,20-0007NM-MX-182-0714-09330400,2.0,06/30/2000,2000.0,6.0,32.515,-118.221666
732530,29476,20-0007NM-MX-182-1115-09330450-0000B-7,0,18.79,5.56,0.0,29475.0,20-0007NM-MX-182-1115-09330450,2.0,06/30/2000,2000.0,6.0,32.346666,-118.563333
732561,29477,20-0007NM-PR-182-1729-09330500-0000B-7,0,18.27,5.72,0.0,29476.0,20-0007NM-PR-182-1729-09330500,2.0,06/30/2000,2000.0,6.0,32.19,-118.88
732595,29478,20-0007NM-MX-182-2054-09330550-0000B-7,0,16.1,6.01,0.0,29477.0,20-0007NM-MX-182-2054-09330550,2.0,06/30/2000,2000.0,6.0,32.013333,-119.236666
732623,29479,20-0007NM-MX-183-0057-09330600-0000B-7,0,16.89,5.81,0.0,29478.0,20-0007NM-MX-183-0057-09330600,3.0,07/01/2000,2000.0,7.0,31.845,-119.573333
732654,29480,20-0007NM-MX-183-0656-09330700-0000B-7,0,17.98,5.54,0.0,29479.0,20-0007NM-MX-183-0656-09330700,3.0,07/01/2000,2000.0,7.0,31.511666,-120.245
