,Cst_Cnt,Cast_ID,Quarter,Date,Year,Month,Lat_Dec,Lon_Dec,Sta_ID,St_Line,Distance
31121,31122,20-0604NM-MX-098-1108-09000300,2,04/08/2006,2006,4,33.421665999999995,-117.90833300000001,090.0 030.0,90.0,-9.49
31122,31123,20-0604NM-MX-098-1514-08850301,2,04/08/2006,2006,4,33.668333000000004,-118.09,088.5 030.1,88.5,-2.67
31123,31124,20-0604NM-PR-098-1854-08670330,2,04/08/2006,2006,4,33.888333,-118.48666599999999,086.7 033.0,86.7,-3.39
31124,31125,20-0604NM-MX-098-2050-08680325,2,04/08/2006,2006,4,33.888333,-118.441666,086.8 032.5,86.8,-1.21
31125,31126,20-0604NM-MX-098-2254-08670350,2,04/08/2006,2006,4,33.823333,-118.62666599999999,086.7 035.0,86.7,-11.22
31126,31127,20-0604NM-MX-099-0329-08670400,2,04/09/2006,2006,4,33.651666,-118.976666,086.7 040.0,86.7,-31.43
31127,31128,20-0604NM-MX-099-0751-08670450,2,04/09/2006,2006,4,33.485,-119.323333,086.7 045.0,86.7,-51.43
31128,31129,20-0604NM-MX-099-1226-08670500,2,04/09/2006,2006,4,33.318333,-119.65,086.7 050.0,86.7,-70.59
31129,31130,20-0604NM-PR-099-1726-08670550,2,04/09/2006,2006,4,33.151666,-120.01666599999999,086.7 055.0,86.7,-91.53
31130,31131,20-0604NM-MX-099-2156-08670600,2,04/09/2006,2006,4,32.99,-120.345,086.7 060.0,86.7,-110.68
31131,31132,20-0604NM-MX-100-0430-08670700,2,04/10/2006,2006,4,32.655,-121.028333,086.7 070.0,86.7,-150.57
31132,31133,20-0604NM-MX-100-1124-08670800,2,04/10/2006,2006,4,32.328333,-121.715,086.7 080.0,86.7,-190.47
31133,31134,20-0604NM-PR-100-1819-08670900,2,04/10/2006,2006,4,31.988333,-122.40166599999999,086.7 090.0,86.7,-230.89
31134,31135,20-0604NM-MX-100-2330-08671000,2,04/10/2006,2006,4,31.653333,-123.07,086.7 100.0,86.7,-270.47
31135,31136,20-0604NM-MX-101-0518-08671100,2,04/11/2006,2006,4,31.316665999999998,-123.73833300000001,086.7 110.0,86.7,-310.2
31136,31137,20-0604NM-MX-101-1203-08331100,2,04/11/2006,2006,4,31.91,-124.16333300000001,083.3 110.0,83.3,-282.26
31137,31138,20-0604NM-PR-101-1901-08331000,2,04/11/2006,2006,4,32.243333,-123.48666599999999,083.3 100.0,83.3,-242.45
31138,31139,20-0604NM-MX-102-0022-08330900,2,04/12/2006,2006,4,32.576665999999996,-122.81166599999999,083.3 090.0,83.3,-202.83
31139,31140,20-0604NM-MX-102-0618-08330800,2,04/12/2006,2006,4,32.913333,-122.13,083.3 080.0,83.3,-162.93
31140,31141,20-0604NM-MX-102-1249-08330700,2,04/12/2006,2006,4,33.246666,-121.44,083.3 070.0,83.3,-122.89
31141,31142,20-0604NM-PR-102-1841-08330600,2,04/12/2006,2006,4,33.586665999999994,-120.76166599999999,083.3 060.0,83.3,-83.26
31142,31143,20-0604NM-MX-102-2308-08330550,2,04/12/2006,2006,4,33.746666,-120.41,083.3 055.0,83.3,-63.25
31143,31144,20-0604NM-MX-103-0254-08330510,2,04/13/2006,2006,4,33.878333000000005,-120.131666,083.3 051.0,83.3,-47.29
31144,31145,20-0604NM-MX-103-0907-08330420,2,04/13/2006,2006,4,34.178333,-119.505,083.3 042.0,83.3,-11.3
31145,31146,20-0604NM-MX-103-1119-08330406,2,04/13/2006,2006,4,34.223333000000004,-119.42,083.3 040.6,83.3,-6.3
31146,31147,20-0604NM-MX-103-1259-08330394,2,04/13/2006,2006,4,34.256665999999996,-119.32666599999999,083.3 039.4,83.3,-1.35
31147,31148,20-0604NM-MX-103-1610-08170435,2,04/13/2006,2006,4,34.405,-119.79666599999999,081.7 043.5,81.7,-0.81
31148,31149,20-0604NM-PR-103-1826-08180469,2,04/13/2006,2006,4,34.283333,-120.025,081.8 046.9,81.8,-13.61
31149,31150,20-0604NM-MX-103-2340-08000505,2,04/13/2006,2006,4,34.458333,-120.48666599999999,080.0 050.5,80.0,-0.69
31150,31151,20-0604NM-MX-104-0035-08000510,2,04/14/2006,2006,4,34.445,-120.52333300000001,080.0 051.0,80.0,-2.67
31151,31152,20-0604NM-MX-104-0401-08000550,2,04/14/2006,2006,4,34.316666,-120.801666,080.0 055.0,80.0,-18.45
31152,31153,20-0604NM-MX-104-0824-08000600,2,04/14/2006,2006,4,34.155,-121.155,080.0 060.0,80.0,-38.48
31153,31154,20-0604NM-MX-104-1600-08000700,2,04/14/2006,2006,4,33.82,-121.836666,080.0 070.0,80.0,-77.9
31154,31155,20-0604NM-MX-104-2242-08000800,2,04/14/2006,2006,4,33.478333,-122.536666,080.0 080.0,80.0,-118.43
31155,31156,20-0604NM-MX-105-0515-08000900,2,04/15/2006,2006,4,33.148333,-123.23166599999999,080.0 090.0,80.0,-158.51
31156,31157,20-0604NM-MX-105-1136-08001000,2,04/15/2006,2006,4,32.815,-123.90666599999999,080.0 100.0,80.0,-197.94
31157,31158,20-0604NM-PR-105-1756-07671000,2,04/15/2006,2006,4,33.39,-124.321666,076.7 100.0,76.7,-209.56
31158,31159,20-0604NM-MX-106-0001-07670900,2,04/16/2006,2006,4,33.72,-123.63666599999999,076.7 090.0,76.7,-169.99
31159,31160,20-0604NM-MX-106-0556-07670800,2,04/16/2006,2006,4,34.056666,-122.93833300000001,076.7 080.0,76.7,-129.77
31160,31161,20-0604NM-MX-106-1201-07670700,2,04/16/2006,2006,4,34.393333,-122.248333,076.7 070.0,76.7,-90.02
31161,31162,20-0604NM-PR-106-1801-07670600,2,04/16/2006,2006,4,34.723333000000004,-121.55666599999999,076.7 060.0,76.7,-50.52
31162,31163,20-0604NM-MX-106-2209-07670550,2,04/16/2006,2006,4,34.89,-121.2,076.7 055.0,76.7,-30.31
31163,31164,20-0604NM-MX-107-0449-07670490,2,04/17/2006,2006,4,35.088333,-120.77666599999999,076.7 049.0,76.7,-6.37
31164,31165,20-0604NM-MX-107-0658-07670510,2,04/17/2006,2006,4,35.018333,-120.918333,076.7 051.0,76.7,-14.48
31165,31166,20-0604NM-MX-108-0243-08540358,2,04/18/2006,2006,4,34.01,-118.83,085.4 035.8,85.4,-21.57
31166,31167,20-0604NM-PR-104-1734-08000700,2,04/14/2006,2006,4,33.818333,-121.82666599999999,080.0 070.0,80.0,-77.52
31167,31168,20-0607NM-MX-205-0331-07670490,3,07/24/2006,2006,7,35.086665999999994,-120.775,076.7 049.0,76.7,-6.36
31168,31169,20-0607NM-MX-205-0049-07670510,3,07/24/2006,2006,7,35.026666,-120.92166599999999,076.7 051.0,76.7,-14.35
31169,31170,20-0607NM-MX-204-2058-07670550,3,07/23/2006,2006,7,34.888333,-121.20166599999999,076.7 055.0,76.7,-30.43
31170,31171,20-0607NM-PR-204-1738-07670600,3,07/23/2006,2006,7,34.715,-121.555,076.7 060.0,76.7,-50.71
31171,31172,20-0607NM-MX-204-0843-07670700,3,07/23/2006,2006,7,34.378333000000005,-122.26666599999999,076.7 070.0,76.7,-91.26
31172,31173,20-0607NM-MX-204-0140-07670800,3,07/23/2006,2006,7,34.058333000000005,-122.948333,076.7 080.0,76.7,-130.14
31173,31174,20-0607NM-PR-203-1925-07670900,3,07/22/2006,2006,7,33.716666,-123.63666599999999,076.7 090.0,76.7,-170.1
31174,31175,20-0607NM-MX-203-1321-07671000,3,07/22/2006,2006,7,33.388333,-124.321666,076.7 100.0,76.7,-209.61
31175,31176,20-0607NM-MX-201-2135-08000505,3,07/20/2006,2006,7,34.46,-120.48833300000001,080.0 050.5,80.0,-0.73
31176,31177,20-0607NM-MX-201-2232-08000510,3,07/20/2006,2006,7,34.451665999999996,-120.52666599999999,080.0 051.0,80.0,-2.69
31177,31178,20-0607NM-MX-202-0201-08000550,3,07/21/2006,2006,7,34.318333,-120.805,080.0 055.0,80.0,-18.55
31178,31179,20-0607NM-MX-202-0640-08000600,3,07/21/2006,2006,7,34.143333,-121.15666599999999,080.0 060.0,80.0,-38.9
31179,31180,20-0607NM-MX-202-1228-08000700,3,07/21/2006,2006,7,33.816666,-121.843333,080.0 070.0,80.0,-78.28
31180,31181,20-0607NM-PR-202-1853-08000800,3,07/21/2006,2006,7,33.481666,-122.528333,080.0 080.0,80.0,-117.97
31181,31182,20-0607NM-MX-203-0103-08000900,3,07/22/2006,2006,7,33.148333,-123.22333300000001,080.0 090.0,80.0,-158.15
31182,31183,20-0607NM-MX-203-0711-08001000,3,07/22/2006,2006,7,32.82,-123.911666,080.0 100.0,80.0,-198.0
31183,31184,20-0607NM-MX-201-1242-08170435,3,07/20/2006,2006,7,34.401666,-119.8,081.7 043.5,81.7,-0.95
31184,31185,20-0607NM-PR-201-1752-08180469,3,07/20/2006,2006,7,34.281665999999994,-120.025,081.8 046.9,81.8,-13.67
31185,31186,20-0607NM-MX-201-0657-08330394,3,07/20/2006,2006,7,34.256665999999996,-119.328333,083.3 039.4,83.3,-1.41
31186,31187,20-0607NM-MX-201-0811-08330406,3,07/20/2006,2006,7,34.223333000000004,-119.415,083.3 040.6,83.3,-6.08
31187,31188,20-0607NM-MX-201-0407-08330420,3,07/20/2006,2006,7,34.178333,-119.513333,083.3 042.0,83.3,-11.66
31188,31189,20-0607NM-MX-200-2216-08330510,3,07/19/2006,2006,7,33.878333000000005,-120.13333300000001,083.3 051.0,83.3,-47.36
31189,31190,20-0607NM-PR-200-1807-08330550,3,07/19/2006,2006,7,33.745,-120.411666,083.3 055.0,83.3,-63.38
31190,31191,20-0607NM-MX-200-1314-08330600,3,07/19/2006,2006,7,33.581666,-120.76166599999999,083.3 060.0,83.3,-83.41
31191,31192,20-0607NM-MX-200-0653-08330700,3,07/19/2006,2006,7,33.246666,-121.445,083.3 070.0,83.3,-123.1
31192,31193,20-0607NM-MX-200-0035-08330800,3,07/19/2006,2006,7,32.908333,-122.13333300000001,083.3 080.0,83.3,-163.23
31193,31194,20-0607NM-PR-199-1818-08330900,3,07/18/2006,2006,7,32.573333,-122.81833300000001,083.3 090.0,83.3,-203.23
31194,31195,20-0607NM-MX-199-1150-08331000,3,07/18/2006,2006,7,32.246666,-123.498333,083.3 100.0,83.3,-242.86
31195,31196,20-0607NM-MX-199-0544-08331100,3,07/18/2006,2006,7,31.911665999999997,-124.168333,083.3 110.0,83.3,-282.42
31196,31197,20-0607NM-MX-196-0914-08680325,3,07/15/2006,2006,7,33.885,-118.446666,086.8 032.5,86.8,-1.52
31197,31198,20-0607NM-MX-196-1011-08670330,3,07/15/2006,2006,7,33.89,-118.493333,086.7 033.0,86.7,-3.71
31198,31199,20-0607NM-MX-196-1235-08670350,3,07/15/2006,2006,7,33.821666,-118.63,086.7 035.0,86.7,-11.41
31199,31200,20-0607NM-PR-196-1731-08670400,3,07/15/2006,2006,7,33.661666,-118.98166599999999,086.7 040.0,86.7,-31.37
31200,31201,20-0607NM-MX-196-2154-08670450,3,07/15/2006,2006,7,33.49,-119.32,086.7 045.0,86.7,-51.14
31201,31202,20-0607NM-MX-197-0322-08670500,3,07/16/2006,2006,7,33.32,-119.661666,086.7 050.0,86.7,-71.05
31202,31203,20-0607NM-MX-197-0707-08670550,3,07/16/2006,2006,7,33.151666,-120.01166599999999,086.7 055.0,86.7,-91.31
31203,31204,20-0607NM-MX-197-1149-08670600,3,07/16/2006,2006,7,32.996666,-120.365,086.7 060.0,86.7,-111.36
31204,31205,20-0607NM-PR-197-1843-08670700,3,07/16/2006,2006,7,32.661666,-121.035,086.7 070.0,86.7,-150.66
31205,31206,20-0607NM-MX-198-0212-08670800,3,07/17/2006,2006,7,32.325,-121.72,086.7 080.0,86.7,-190.79
31206,31207,20-0607NM-MX-198-0820-08670900,3,07/17/2006,2006,7,31.986665999999996,-122.403333,086.7 090.0,86.7,-231.02
31207,31208,20-0607NM-PR-198-1734-08671000,3,07/17/2006,2006,7,31.673333000000003,-123.081666,086.7 100.0,86.7,-270.36
31208,31209,20-0607NM-MX-198-2303-08671100,3,07/17/2006,2006,7,31.326665999999996,-123.75,086.7 110.0,86.7,-310.4
31209,31210,20-0607NM-MX-196-0527-08850301,3,07/15/2006,2006,7,33.67,-118.08333300000001,088.5 030.1,88.5,-2.37
31210,31211,20-0607NM-MX-196-0251-09000277,3,07/15/2006,2006,7,33.498333,-117.755,090.0 027.7,90.0,-0.66
31211,31212,20-0607NM-MX-196-0038-09000280,3,07/15/2006,2006,7,33.485,-117.76833300000001,090.0 028.0,90.0,-1.52
31212,31213,20-0607NM-MX-195-2112-09000300,3,07/14/2006,2006,7,33.416666,-117.918333,090.0 030.0,90.0,-10.07
31213,31214,20-0607NM-PR-195-1748-09000350,3,07/14/2006,2006,7,33.243333,-118.25833300000001,090.0 035.0,90.0,-30.03
31214,31215,20-0607NM-MX-195-1209-09000370,3,07/14/2006,2006,7,33.185,-118.388333,090.0 037.0,90.0,-37.43
31215,31216,20-0607NM-MX-195-0618-09000450,3,07/14/2006,2006,7,32.921665999999995,-118.93666599999999,090.0 045.0,90.0,-69.22
31216,31217,20-0607NM-MX-195-0038-09000530,3,07/14/2006,2006,7,32.653333,-119.485,090.0 053.0,90.0,-101.22
31217,31218,20-0607NM-PR-194-1858-09000600,3,07/13/2006,2006,7,32.418333000000004,-119.953333,090.0 060.0,90.0,-128.79
31218,31219,20-0607NM-MX-194-1220-09000700,3,07/13/2006,2006,7,32.09,-120.64,090.0 070.0,90.0,-168.81
31219,31220,20-0607NM-MX-194-0549-09000800,3,07/13/2006,2006,7,31.75,-121.31833300000001,090.0 080.0,90.0,-208.94
31220,31221,20-0607NM-MX-193-2309-09000900,3,07/12/2006,2006,7,31.418333,-121.991666,090.0 090.0,90.0,-248.7
31221,31222,20-0607NM-PR-193-1746-09001000,3,07/12/2006,2006,7,31.105,-122.665,090.0 100.0,90.0,-288.0
31222,31223,20-0607NM-MX-193-0751-09001100,3,07/12/2006,2006,7,30.755,-123.336666,090.0 110.0,90.0,-328.47
31223,31224,20-0607NM-MX-193-0109-09001200,3,07/12/2006,2006,7,30.415,-124.0,090.0 120.0,90.0,-368.37
31224,31225,20-0607NM-MX-189-2330-09170264,3,07/08/2006,2006,7,33.245,-117.463333,091.7 026.4,91.7,-1.46
31225,31226,20-0607NM-MX-189-2039-09340264,3,07/08/2006,2006,7,32.951665999999996,-117.285,093.4 026.4,93.4,-0.94
31226,31227,20-0607NM-PR-189-1839-09330267,3,07/08/2006,2006,7,32.958333,-117.3,093.3 026.7,93.3,-1.72
31227,31228,20-0607NM-MX-190-0218-09330280,3,07/09/2006,2006,7,32.908333,-117.396666,093.3 028.0,93.3,-7.08
31228,31229,20-0607NM-MX-190-0524-09330300,3,07/09/2006,2006,7,32.843333,-117.53333300000001,093.3 030.0,93.3,-14.97
31229,31230,20-0607NM-MX-190-0928-09330350,3,07/09/2006,2006,7,32.68,-117.87,093.3 035.0,93.3,-34.56
31230,31231,20-0607NM-MX-190-1406-09330400,3,07/09/2006,2006,7,32.515,-118.215,093.3 040.0,93.3,-54.61
31231,31232,20-0607NM-PR-190-1823-09330450,3,07/09/2006,2006,7,32.351665999999994,-118.558333,093.3 045.0,93.3,-74.57
31232,31233,20-0607NM-MX-190-2235-09330500,3,07/09/2006,2006,7,32.18,-118.885,093.3 050.0,93.3,-94.07
31233,31234,20-0607NM-MX-191-0243-09330550,3,07/10/2006,2006,7,32.011666,-119.23833300000001,093.3 055.0,93.3,-114.67
31234,31235,20-0607NM-MX-191-0640-09330600,3,07/10/2006,2006,7,31.845,-119.571666,093.3 060.0,93.3,-134.38
31235,31236,20-0607NM-MX-191-1246-09330700,3,07/10/2006,2006,7,31.515,-120.25333300000001,093.3 070.0,93.3,-174.42
31236,31237,20-0607NM-PR-191-1902-09330800,3,07/10/2006,2006,7,31.183333,-120.92333300000001,093.3 080.0,93.3,-214.11
31237,31238,20-0607NM-MX-192-0058-09330900,3,07/11/2006,2006,7,30.848333,-121.593333,093.3 090.0,93.3,-254.01
31238,31239,20-0607NM-MX-192-0654-09331000,3,07/11/2006,2006,7,30.515,-122.26166599999999,093.3 100.0,93.3,-293.89
31239,31240,20-0607NM-MX-192-1246-09331100,3,07/11/2006,2006,7,30.181665999999996,-122.926666,093.3 110.0,93.3,-333.73
31240,31241,20-0607NM-PR-192-1859-09331200,3,07/11/2006,2006,7,29.853333000000003,-123.586666,093.3 120.0,93.3,-373.29
31241,31242,20-0610RR-PR-294-1842-09330267,4,10/21/2006,2006,10,32.955,-117.305,093.3 026.7,93.3,-1.94
31242,31243,20-0610RR-MX-294-2101-09340264,4,10/21/2006,2006,10,32.95,-117.28,093.4 026.4,93.4,-0.7
31243,31244,20-0610RR-MX-294-2331-09170264,4,10/21/2006,2006,10,33.24,-117.463333,091.7 026.4,91.7,-1.63
31244,31245,20-0610RR-MX-295-0207-09330280,4,10/22/2006,2006,10,32.913333,-117.395,093.3 028.0,93.3,-6.89
31245,31246,20-0610RR-MX-295-0557-09330300,4,10/22/2006,2006,10,32.861666,-117.53166599999999,093.3 030.0,93.3,-14.44
31246,31247,20-0610RR-MX-295-1010-09330350,4,10/22/2006,2006,10,32.68,-117.87166599999999,093.3 035.0,93.3,-34.63
31247,31248,20-0610RR-PR-295-1647-09330400,4,10/22/2006,2006,10,32.515,-118.213333,093.3 040.0,93.3,-54.54
31248,31249,20-0610RR-MX-295-1957-09330450,4,10/22/2006,2006,10,32.346666,-118.555,093.3 045.0,93.3,-74.57
31249,31250,20-0610RR-MX-295-2358-09330500,4,10/22/2006,2006,10,32.18,-118.89333300000001,093.3 050.0,93.3,-94.44
31250,31251,20-0610RR-MX-296-0356-09330550,4,10/23/2006,2006,10,32.013333,-119.233333,093.3 055.0,93.3,-114.4
31251,31252,20-0610RR-MX-296-0821-09330600,4,10/23/2006,2006,10,31.846666,-119.573333,093.3 060.0,93.3,-134.4
31252,31253,20-0610RR-MX-296-1457-09330700,4,10/23/2006,2006,10,31.51,-120.241666,093.3 070.0,93.3,-174.06
31253,31254,20-0610RR-PR-296-1925-09330800,4,10/23/2006,2006,10,31.191665999999998,-120.89833300000001,093.3 080.0,93.3,-212.75
31254,31255,20-0610RR-MX-297-0056-09330900,4,10/24/2006,2006,10,30.846666,-121.59,093.3 090.0,93.3,-253.92
31255,31256,20-0610RR-MX-297-0629-09331000,4,10/24/2006,2006,10,30.513333000000003,-122.25833300000001,093.3 100.0,93.3,-293.8
31256,31257,20-0610RR-MX-297-1208-09331100,4,10/24/2006,2006,10,30.18,-122.92333300000001,093.3 110.0,93.3,-333.63
31257,31258,20-0610RR-PR-297-1756-09331200,4,10/24/2006,2006,10,29.848333,-123.586666,093.3 120.0,93.3,-373.45
31258,31259,20-0610RR-MX-297-2338-09001200,4,10/24/2006,2006,10,30.416665999999996,-123.99666599999999,090.0 120.0,90.0,-368.17
31259,31260,20-0610RR-MX-298-0531-09001100,4,10/25/2006,2006,10,30.751665999999997,-123.331666,090.0 110.0,90.0,-328.36
31260,31261,20-0610RR-MX-298-1128-09001000,4,10/25/2006,2006,10,31.085,-122.66,090.0 100.0,90.0,-288.4
31261,31262,20-0610RR-PR-298-1748-09000900,4,10/25/2006,2006,10,31.418333,-121.99,090.0 090.0,90.0,-248.63
31262,31263,20-0610RR-MX-298-2345-09000800,4,10/25/2006,2006,10,31.751665999999997,-121.31333300000001,090.0 080.0,90.0,-208.67
31263,31264,20-0610RR-MX-299-0529-09000700,4,10/26/2006,2006,10,32.085,-120.638333,090.0 070.0,90.0,-168.89
31264,31265,20-0610RR-MX-299-1133-09000600,4,10/26/2006,2006,10,32.418333000000004,-119.961666,090.0 060.0,90.0,-129.15
31265,31266,20-0610RR-PR-299-1831-09000530,4,10/26/2006,2006,10,32.656665999999994,-119.485,090.0 053.0,90.0,-101.12
31266,31267,20-0610RR-MX-299-2315-09000450,4,10/26/2006,2006,10,32.916666,-118.935,090.0 045.0,90.0,-69.29
31267,31268,20-0610RR-MX-300-0423-09000370,4,10/27/2006,2006,10,33.185,-118.38666599999999,090.0 037.0,90.0,-37.36
31268,31269,20-0610RR-MX-300-0751-09000350,4,10/27/2006,2006,10,33.251666,-118.25166599999999,090.0 035.0,90.0,-29.49
31269,31270,20-0610RR-MX-300-1217-09000300,4,10/27/2006,2006,10,33.42,-117.905,090.0 030.0,90.0,-9.39
31270,31271,20-0610RR-MX-300-1536-09000277,4,10/27/2006,2006,10,33.495,-117.74666599999999,090.0 027.7,90.0,-0.28
31271,31272,20-0610RR-PR-300-1828-09000280,4,10/27/2006,2006,10,33.485,-117.77,090.0 028.0,90.0,-1.59
31272,31273,20-0610RR-MX-300-2036-08850301,4,10/27/2006,2006,10,33.673333,-118.081666,088.5 030.1,88.5,-2.16
31273,31274,20-0610RR-MX-300-2336-08680325,4,10/27/2006,2006,10,33.883333,-118.446666,086.8 032.5,86.8,-1.56
31274,31275,20-0610RR-MX-301-0028-08670330,4,10/28/2006,2006,10,33.89,-118.49,086.7 033.0,86.7,-3.55
31275,31276,20-0610RR-MX-301-0239-08670350,4,10/28/2006,2006,10,33.823333,-118.62833300000001,086.7 035.0,86.7,-11.29
31276,31277,20-0610RR-MX-301-0649-08670400,4,10/28/2006,2006,10,33.656665999999994,-118.97333300000001,086.7 040.0,86.7,-31.14
31277,31278,20-0610RR-MX-301-1126-08670450,4,10/28/2006,2006,10,33.49,-119.31833300000001,086.7 045.0,86.7,-51.07
31278,31279,20-0610RR-PR-301-1655-08670500,4,10/28/2006,2006,10,33.325,-119.66666599999999,086.7 050.0,86.7,-71.12
31279,31280,20-0610RR-MX-301-1926-08670550,4,10/28/2006,2006,10,33.158333,-120.005,086.7 055.0,86.7,-90.83
31280,31281,20-0610RR-MX-301-2325-08670600,4,10/28/2006,2006,10,32.991665999999995,-120.34666599999998,086.7 060.0,86.7,-110.7
31281,31282,20-0610RR-MX-302-0509-08670700,4,10/29/2006,2006,10,32.656665999999994,-121.03166599999999,086.7 070.0,86.7,-150.67
31282,31283,20-0610RR-MX-302-1111-08670800,4,10/29/2006,2006,10,32.325,-121.711666,086.7 080.0,86.7,-190.43
31283,31284,20-0610RR-PR-302-1801-08670900,4,10/29/2006,2006,10,31.99,-122.39333300000001,086.7 090.0,86.7,-230.48
31284,31285,20-0610RR-MX-302-2236-08671000,4,10/29/2006,2006,10,31.656665999999998,-123.066666,086.7 100.0,86.7,-270.22
31285,31286,20-0610RR-MX-303-0458-08671100,4,10/30/2006,2006,10,31.323333,-123.743333,086.7 110.0,86.7,-310.22
31286,31287,20-0610RR-MX-303-1052-08331100,4,10/30/2006,2006,10,31.91,-124.168333,083.3 110.0,83.3,-282.47
31287,31288,20-0610RR-PR-303-1732-08331000,4,10/30/2006,2006,10,32.245,-123.493333,083.3 100.0,83.3,-242.69
31288,31289,20-0610RR-MX-303-2331-08330900,4,10/30/2006,2006,10,32.576665999999996,-122.815,083.3 090.0,83.3,-202.98
31289,31290,20-0610RR-MX-304-0530-08330800,4,10/31/2006,2006,10,32.911666,-122.12833300000001,083.3 080.0,83.3,-162.91
31290,31291,20-0610RR-MX-304-1120-08330700,4,10/31/2006,2006,10,33.245,-121.445,083.3 070.0,83.3,-123.16
31291,31292,20-0610RR-PR-304-1817-08330600,4,10/31/2006,2006,10,33.578333,-120.756666,083.3 060.0,83.3,-83.3
31292,31293,20-0610RR-MX-304-2249-08330550,4,10/31/2006,2006,10,33.743333,-120.415,083.3 055.0,83.3,-63.57
31293,31294,20-0610RR-MX-305-0222-08330510,4,11/01/2006,2006,11,33.878333000000005,-120.13333300000001,083.3 051.0,83.3,-47.36
31294,31295,20-0610RR-MX-305-1023-08540358,4,11/01/2006,2006,11,34.02,-118.843333,085.4 035.8,85.4,-0.97
31295,31296,20-0610RR-MX-305-1351-08330420,4,11/01/2006,2006,11,34.176666,-119.505,083.3 042.0,83.3,-11.35
31296,31297,20-0610RR-PR-305-1754-08330406,4,11/01/2006,2006,11,34.225,-119.411666,083.3 040.6,83.3,-5.89
31297,31298,20-0610RR-MX-305-1859-08330394,4,11/01/2006,2006,11,34.263333,-119.33333300000001,083.3 039.4,83.3,-1.38
31298,31299,20-0610RR-MX-305-2154-08170435,4,11/01/2006,2006,11,34.403333,-119.79666599999999,081.7 043.5,81.7,-0.9
31299,31300,20-0610RR-MX-305-2353-08180469,4,11/01/2006,2006,11,34.276666,-120.02333300000001,081.8 046.9,81.8,-13.78
31300,31301,20-0610RR-MX-306-0438-08000505,4,11/02/2006,2006,11,34.465,-120.48666599999999,080.0 050.5,80.0,-0.64
31301,31302,20-0610RR-MX-306-0544-08000510,4,11/02/2006,2006,11,34.45,-120.521666,080.0 051.0,80.0,-2.49
31302,31303,20-0610RR-MX-306-0902-08000550,4,11/02/2006,2006,11,34.316666,-120.8,080.0 055.0,80.0,-18.38
31303,31304,20-0610RR-MX-306-1332-08000600,4,11/02/2006,2006,11,34.151666,-121.145,080.0 060.0,80.0,-38.15
31304,31305,20-0610RR-PR-306-1928-08000700,4,11/02/2006,2006,11,33.828333,-121.821666,080.0 070.0,80.0,-77.0
31305,31306,20-0610RR-MX-307-0125-08000800,4,11/03/2006,2006,11,33.486666,-122.52666599999999,080.0 080.0,80.0,-117.74
31306,31307,20-0610RR-MX-307-0720-08000900,4,11/03/2006,2006,11,33.15,-123.22,080.0 090.0,80.0,-157.95
31307,31308,20-0610RR-PR-307-1745-08001000,4,11/03/2006,2006,11,32.811665999999995,-123.92,080.0 100.0,80.0,-198.62
31308,31309,20-0610RR-MX-307-2250-07671000,4,11/03/2006,2006,11,33.385,-124.32,076.7 100.0,76.7,-209.64
31309,31310,20-0610RR-MX-308-0423-07670900,4,11/04/2006,2006,11,33.72,-123.63666599999999,076.7 090.0,76.7,-169.99
31310,31311,20-0610RR-MX-308-1037-07670800,4,11/04/2006,2006,11,34.053333,-122.941666,076.7 080.0,76.7,-130.01
31311,31312,20-0610RR-PR-308-1800-07670700,4,11/04/2006,2006,11,34.391666,-122.25166599999999,076.7 070.0,76.7,-90.21
31312,31313,20-0610RR-MX-308-2318-07670600,4,11/04/2006,2006,11,34.723333000000004,-121.543333,076.7 060.0,76.7,-49.96
31313,31314,20-0610RR-MX-309-0317-07670550,4,11/05/2006,2006,11,34.888333,-121.20166599999999,076.7 055.0,76.7,-30.43
31314,31315,20-0610RR-MX-309-0713-07670510,4,11/05/2006,2006,11,35.021665999999996,-120.918333,076.7 051.0,76.7,-14.37
31315,31316,20-0610RR-MX-309-1047-07670490,4,11/05/2006,2006,11,35.086665999999994,-120.78,076.7 049.0,76.7,-6.56
31316,31317,20-0701JD-MX-031-1941-06670500,1,01/31/2007,2007,1,36.766666,-122.093333,066.7 050.0,66.7,-14.47
31317,31318,20-0701JD-MX-031-2233-06670525,1,01/31/2007,2007,1,36.708333,-122.22,066.7 052.5,66.7,-21.48
31318,31319,20-0701JD-MX-032-0051-06670550,1,02/01/2007,2007,2,36.623333,-122.41333300000001,066.7 055.0,66.7,-32.07
31319,31320,20-0701JD-MX-032-0454-06670600,1,02/01/2007,2007,2,36.456666,-122.765,066.7 060.0,66.7,-51.75
31320,31321,20-0701JD-MX-032-0904-06670650,1,02/01/2007,2007,2,36.285,-123.13666599999999,066.7 065.0,66.7,-72.44
31321,31322,20-0701JD-MX-032-1212-06670700,1,02/01/2007,2007,2,36.12,-123.48833300000001,066.7 070.0,66.7,-92.13
31322,31323,20-0701JD-MX-032-1629-06670750,1,02/01/2007,2007,2,35.956666,-123.836666,066.7 075.0,66.7,-111.67
31323,31324,20-0701JD-MX-032-1946-06670800,1,02/01/2007,2007,2,35.788333,-124.195,066.7 080.0,66.7,-131.8
31324,31325,20-0701JD-MX-032-2345-06670850,1,02/01/2007,2007,2,35.618333,-124.55,066.7 085.0,66.7,-151.89
