,Cst_Cnt,Cast_ID,Quarter,Date,Year,Month,Lat_Dec,Lon_Dec,Sta_ID
29824,29825,20-0110NM-MX-304-0324-09000370,4,10/31/2001,2001,10,33.183333,-118.391666,090.0 037.0
29825,29826,20-0110NM-MX-304-0618-09000350,4,10/31/2001,2001,10,33.253333,-118.248333,090.0 035.0
29826,29827,20-0110NM-MX-304-1010-09000300,4,10/31/2001,2001,10,33.411666,-117.908333,090.0 030.0
29827,29828,20-0110NM-MX-304-1345-09000280,4,10/31/2001,2001,10,33.48,-117.763333,090.0 028.0
29828,29829,20-0110NM-MX-304-1903-08670330,4,10/31/2001,2001,10,33.888333,-118.486666,086.7 033.0
29829,29830,20-0110NM-MX-304-2107-08670350,4,10/31/2001,2001,10,33.816666,-118.623333,086.7 035.0
29830,29831,20-0110NM-MX-305-0055-08670400,4,11/01/2001,2001,11,33.663333,-118.971666,086.7 040.0
29831,29832,20-0110NM-MX-305-0440-08670450,4,11/01/2001,2001,11,33.49,-119.316666,086.7 045.0
29832,29833,20-0110NM-MX-305-0815-08670500,4,11/01/2001,2001,11,33.326666,-119.66,086.7 050.0
29833,29834,20-0110NM-MX-305-1149-08670550,4,11/01/2001,2001,11,33.153333,-119.996666,086.7 055.0
29834,29835,20-0110NM-PR-305-1733-08670600,4,11/01/2001,2001,11,32.986666,-120.376666,086.7 060.0
29835,29836,20-0110NM-MX-305-2218-08670700,4,11/01/2001,2001,11,32.653333,-121.03,086.7 070.0
29836,29837,20-0110NM-MX-306-0355-08670800,4,11/02/2001,2001,11,32.325,-121.711666,086.7 080.0
29837,29838,20-0110NM-MX-306-0938-08670900,4,11/02/2001,2001,11,31.991666,-122.395,086.7 090.0
29838,29839,20-0110NM-PR-306-1731-08671000,4,11/02/2001,2001,11,31.665,-123.068333,086.7 100.0
29839,29840,20-0110NM-MX-306-2227-08671100,4,11/02/2001,2001,11,31.328333,-123.743333,086.7 110.0
29840,29841,20-0110NM-MX-307-0428-08331100,4,11/03/2001,2001,11,31.911666,-124.168333,083.3 110.0
29841,29842,20-0110NM-MX-307-1026-08331000,4,11/03/2001,2001,11,32.251666,-123.495,083.3 100.0
29842,29843,20-0110NM-PR-307-1741-08330900,4,11/03/2001,2001,11,32.583333,-122.818333,083.3 090.0
29843,29844,20-0110NM-MX-307-2250-08330800,4,11/03/2001,2001,11,32.91,-122.133333,083.3 080.0
29844,29845,20-0110NM-MX-308-0444-08330700,4,11/04/2001,2001,11,33.24,-121.448333,083.3 070.0
29845,29846,20-0110NM-MX-308-1054-08330600,4,11/04/2001,2001,11,33.576666,-120.765,083.3 060.0
29846,29847,20-0110NM-MX-308-1508-08330550,4,11/04/2001,2001,11,33.743333,-120.413333,083.3 055.0
29847,29848,20-0110NM-PR-308-1852-08330510,4,11/04/2001,2001,11,33.878333,-120.146666,083.3 051.0
29848,29849,20-0110NM-MX-309-0055-08330420,4,11/05/2001,2001,11,34.175,-119.505,083.3 042.0
29849,29850,20-0110NM-MX-309-0303-08330406,4,11/05/2001,2001,11,34.221666,-119.413333,083.3 040.6
29850,29851,20-0110NM-MX-309-0709-08180469,4,11/05/2001,2001,11,34.28,-120.025,081.8 046.9
29851,29852,20-0110NM-MX-309-1147-08000510,4,11/05/2001,2001,11,34.446666,-120.521666,080.0 051.0
29852,29853,20-0110NM-PR-309-1811-07670490,4,11/05/2001,2001,11,35.085,-120.778333,076.7 049.0
29853,29854,20-0110NM-MX-309-1952-07670510,4,11/05/2001,2001,11,35.023333,-120.916666,076.7 051.0
29854,29855,20-0110NM-MX-309-2326-07670550,4,11/05/2001,2001,11,34.886666,-121.198333,076.7 055.0
29855,29856,20-0110NM-MX-310-0321-07670600,4,11/06/2001,2001,11,34.721666,-121.551666,076.7 060.0
29856,29857,20-0110NM-MX-310-0920-07670700,4,11/06/2001,2001,11,34.391666,-122.253333,076.7 070.0
29857,29858,20-0110NM-PR-310-1730-07670800,4,11/06/2001,2001,11,34.051666,-122.943333,076.7 080.0
29858,29859,20-0110NM-MX-310-2303-07670900,4,11/06/2001,2001,11,33.725,-123.638333,076.7 090.0
29859,29860,20-0110NM-MX-311-0453-07671000,4,11/07/2001,2001,11,33.391666,-124.326666,076.7 100.0
29860,29861,20-0110NM-MX-311-1056-08001000,4,11/07/2001,2001,11,32.821666,-123.913333,080.0 100.0
29861,29862,20-0110NM-PR-311-1804-08000900,4,11/07/2001,2001,11,33.158333,-123.225,080.0 090.0
29862,29863,20-0110NM-MX-311-2357-08000800,4,11/07/2001,2001,11,33.478333,-122.536666,080.0 080.0
29863,29864,20-0110NM-MX-312-0547-08000700,4,11/08/2001,2001,11,33.813333,-121.843333,080.0 070.0
29864,29865,20-0110NM-MX-312-1140-08000600,4,11/08/2001,2001,11,34.155,-121.16,080.0 060.0
29865,29866,20-0110NM-PR-312-1731-08000550,4,11/08/2001,2001,11,34.31,-120.813333,080.0 055.0
29866,29867,20-0201JD-PR-024-1929-09330267,1,01/24/2002,2002,1,32.96,-117.3,093.3 026.7
29867,29868,20-0201JD-MX-024-2158-09330280,1,01/24/2002,2002,1,32.915,-117.395,093.3 028.0
29868,29869,20-0201JD-MX-025-0106-09330300,1,01/25/2002,2002,1,32.851666,-117.53,093.3 030.0
29869,29870,20-0201JD-MX-025-0537-09330350,1,01/25/2002,2002,1,32.676666,-117.866666,093.3 035.0
29870,29871,20-0201JD-MX-025-1026-09330400,1,01/25/2002,2002,1,32.52,-118.206666,093.3 040.0
29871,29872,20-0201JD-MX-025-1442-09330450,1,01/25/2002,2002,1,32.353333,-118.555,093.3 045.0
29872,29873,20-0201JD-PR-025-1906-09330500,1,01/25/2002,2002,1,32.181666,-118.896666,093.3 050.0
29873,29874,20-0201JD-MX-025-2331-09330550,1,01/25/2002,2002,1,32.013333,-119.228333,093.3 055.0
29874,29875,20-0201JD-MX-026-0345-09330600,1,01/26/2002,2002,1,31.846666,-119.568333,093.3 060.0
29875,29876,20-0201JD-MX-026-0957-09330700,1,01/26/2002,2002,1,31.513333,-120.246666,093.3 070.0
29876,29877,20-0201JD-PR-026-1822-09330800,1,01/26/2002,2002,1,31.183333,-120.898333,093.3 080.0
29877,29878,20-0201JD-MX-026-2345-09330900,1,01/26/2002,2002,1,30.846666,-121.591666,093.3 090.0
29878,29879,20-0201JD-MX-027-0542-09331000,1,01/27/2002,2002,1,30.51,-122.256666,093.3 100.0
29879,29880,20-0201JD-MX-027-1134-09331100,1,01/27/2002,2002,1,30.183333,-122.921666,093.3 110.0
29880,29881,20-0201JD-PR-027-1905-09331200,1,01/27/2002,2002,1,29.83,-123.586666,093.3 120.0
29881,29882,20-0201JD-MX-028-0616-09001200,1,01/28/2002,2002,1,30.436666,-124.01,090.0 120.0
29882,29883,20-0201JD-MX-028-1304-09001100,1,01/28/2002,2002,1,30.756666,-123.331666,090.0 110.0
29883,29884,20-0201JD-PR-028-1926-09001000,1,01/28/2002,2002,1,31.09,-122.666666,090.0 100.0
29884,29885,20-0201JD-MX-029-0152-09000900,1,01/29/2002,2002,1,31.418333,-121.983333,090.0 090.0
29885,29886,20-0201JD-MX-029-0801-09000800,1,01/29/2002,2002,1,31.751666,-121.313333,090.0 080.0
29886,29887,20-0201JD-PR-029-1815-09000700,1,01/29/2002,2002,1,32.09,-120.643333,090.0 070.0
29887,29888,20-0201JD-MX-029-2335-09000600,1,01/29/2002,2002,1,32.42,-119.958333,090.0 060.0
29888,29889,20-0201JD-MX-030-0500-09000530,1,01/30/2002,2002,1,32.656666,-119.48,090.0 053.0
29889,29890,20-0201JD-MX-030-1055-09000450,1,01/30/2002,2002,1,32.918333,-118.933333,090.0 045.0
29890,29891,20-0201JD-PR-030-1832-09000370,1,01/30/2002,2002,1,33.196666,-118.393333,090.0 037.0
29891,29892,20-0201JD-MX-030-2023-09000350,1,01/30/2002,2002,1,33.255,-118.248333,090.0 035.0
29892,29893,20-0201JD-MX-031-0033-09000300,1,01/31/2002,2002,1,33.421666,-117.901666,090.0 030.0
29893,29894,20-0201JD-MX-031-0329-09000280,1,01/31/2002,2002,1,33.486666,-117.768333,090.0 028.0
29894,29895,20-0201JD-MX-031-0936-08670330,1,01/31/2002,2002,1,33.886666,-118.486666,086.7 033.0
29895,29896,20-0201JD-MX-031-1148-08670350,1,01/31/2002,2002,1,33.821666,-118.625,086.7 035.0
29896,29897,20-0201JD-PR-031-1824-08670400,1,01/31/2002,2002,1,33.661666,-118.971666,086.7 040.0
29897,29898,20-0201JD-MX-031-2133-08670450,1,01/31/2002,2002,1,33.49,-119.316666,086.7 045.0
29898,29899,20-0201JD-MX-032-0141-08670500,1,02/01/2002,2002,2,33.33,-119.66,086.7 050.0
29899,29900,20-0201JD-MX-032-0742-08670550,1,02/01/2002,2002,2,33.156666,-120.015,086.7 055.0
29900,29901,20-0201JD-PR-032-1810-08670600,1,02/01/2002,2002,2,32.996666,-120.341666,086.7 060.0
29901,29902,20-0201JD-MX-032-2337-08670700,1,02/01/2002,2002,2,32.658333,-121.025,086.7 070.0
29902,29903,20-0201JD-MX-033-0632-08670800,1,02/02/2002,2002,2,32.323333,-121.71,086.7 080.0
29903,29904,20-0201JD-MX-033-1224-08670900,1,02/02/2002,2002,2,31.99,-122.385,086.7 090.0
29904,29905,20-0201JD-PR-033-1848-08671000,1,02/02/2002,2002,2,31.66,-123.06,086.7 100.0
29905,29906,20-0201JD-MX-034-0135-08671100,1,02/03/2002,2002,2,31.328333,-123.743333,086.7 110.0
29906,29907,20-0201JD-MX-034-0754-08331100,1,02/03/2002,2002,2,31.911666,-124.171666,083.3 110.0
29907,29908,20-0201JD-PR-034-1810-08331000,1,02/03/2002,2002,2,32.243333,-123.488333,083.3 100.0
29908,29909,20-0201JD-MX-034-2346-08330900,1,02/03/2002,2002,2,32.58,-122.808333,083.3 090.0
29909,29910,20-0201JD-MX-035-0636-08330800,1,02/04/2002,2002,2,32.905,-122.13,083.3 080.0
29910,29911,20-0201JD-PR-035-1822-08330700,1,02/04/2002,2002,2,33.238333,-121.443333,083.3 070.0
29911,29912,20-0201JD-MX-035-2342-08330600,1,02/04/2002,2002,2,33.578333,-120.755,083.3 060.0
29912,29913,20-0201JD-MX-036-0352-08330550,1,02/05/2002,2002,2,33.748333,-120.413333,083.3 055.0
29913,29914,20-0201JD-MX-036-0726-08330510,1,02/05/2002,2002,2,33.876666,-120.131666,083.3 051.0
29914,29915,20-0201JD-MX-036-1353-08330406,1,02/05/2002,2002,2,34.228333,-119.413333,083.3 040.6
29915,29916,20-0201JD-PR-036-1859-08330420,1,02/05/2002,2002,2,34.176666,-119.513333,083.3 042.0
29916,29917,20-0201JD-MX-037-0123-08180469,1,02/06/2002,2002,2,34.28,-120.026666,081.8 046.9
29917,29918,20-0201JD-MX-037-0954-08000510,1,02/06/2002,2002,2,34.455,-120.521666,080.0 051.0
29918,29919,20-0201JD-MX-037-1320-08000550,1,02/06/2002,2002,2,34.321666,-120.795,080.0 055.0
29919,29920,20-020131-PR-037-1815-08000600,1,02/06/2002,2002,2,34.153333,-121.151666,080.0 060.0
29920,29921,20-0201JD-MX-038-0312-08000700,1,02/07/2002,2002,2,33.818333,-121.841666,080.0 070.0
29921,29922,20-020131-MX-038-1002-08000800,1,02/07/2002,2002,2,33.483333,-122.535,080.0 080.0
29922,29923,20-0201JD-PR-038-1816-08000900,1,02/07/2002,2002,2,33.15,-123.23,080.0 090.0
29923,29924,20-0201JD-MX-038-2323-08001000,1,02/07/2002,2002,2,32.818333,-123.908333,080.0 100.0
29924,29925,20-0201JD-MX-039-0623-07671000,1,02/08/2002,2002,2,33.388333,-124.316666,076.7 100.0
29925,29926,20-0201JD-MX-039-1234-07670900,1,02/08/2002,2002,2,33.725,-123.628333,076.7 090.0
29926,29927,20-020131-PR-039-1839-07670800,1,02/08/2002,2002,2,34.051666,-122.945,076.7 080.0
29927,29928,20-020131-MX-040-0523-07670700,1,02/09/2002,2002,2,34.39,-122.243333,076.7 070.0
29928,29929,20-0201JD-MX-040-1155-07670600,1,02/09/2002,2002,2,34.72,-121.538333,076.7 060.0
29929,29930,20-0201JD-PR-040-1821-07670550,1,02/09/2002,2002,2,34.891666,-121.198333,076.7 055.0
29930,29931,20-0201JD-MX-040-2101-07670510,1,02/09/2002,2002,2,35.021666,-120.92,076.7 051.0
29931,29932,20-0201JD-MX-040-2347-07670490,1,02/09/2002,2002,2,35.088333,-120.778333,076.7 049.0
29932,29933,20-0204JD-PR-087-1932-09330267,1,03/28/2002,2002,3,32.951666,-117.305,093.3 026.7
29933,29934,20-0204JD-MX-087-2209-09330280,1,03/28/2002,2002,3,32.908333,-117.396666,093.3 028.0
29934,29935,20-0204JD-MX-088-0059-09330300,1,03/29/2002,2002,3,32.848333,-117.531666,093.3 030.0
29935,29936,20-0204JD-MX-088-0507-09330350,1,03/29/2002,2002,3,32.678333,-117.871666,093.3 035.0
29936,29937,20-0204JD-MX-088-1052-09330400,1,03/29/2002,2002,3,32.516666,-118.216666,093.3 040.0
29937,29938,20-0204JD-MX-088-1447-09330450,1,03/29/2002,2002,3,32.346666,-118.555,093.3 045.0
29938,29939,20-0204JD-PR-088-1900-09330500,1,03/29/2002,2002,3,32.176666,-118.888333,093.3 050.0
29939,29940,20-0204JD-MX-088-2317-09330550,1,03/29/2002,2002,3,32.018333,-119.231666,093.3 055.0
29940,29941,20-0204JD-MX-089-0347-09330600,1,03/30/2002,2002,3,31.846666,-119.571666,093.3 060.0
29941,29942,20-0204JD-MX-089-0949-09330700,1,03/30/2002,2002,3,31.516666,-120.246666,093.3 070.0
29942,29943,20-0204JD-PR-089-1736-09330800,1,03/30/2002,2002,3,31.176666,-120.916666,093.3 080.0
29943,29944,20-0204JD-MX-089-2303-09330900,1,03/30/2002,2002,3,30.846666,-121.586666,093.3 090.0
29944,29945,20-0204JD-MX-090-0512-09331000,1,03/31/2002,2002,3,30.516666,-122.258333,093.3 100.0
29945,29946,20-0204JD-MX-090-1110-09331100,1,03/31/2002,2002,3,30.181666,-122.921666,093.3 110.0
29946,29947,20-0204JD-PR-090-1857-09331200,1,03/31/2002,2002,3,29.845,-123.586666,093.3 120.0
29947,29948,20-0204JD-MX-091-0035-09001200,2,04/01/2002,2002,4,30.416666,-123.996666,090.0 120.0
29948,29949,20-0204JD-MX-091-1841-09001100,2,04/01/2002,2002,4,30.755,-123.331666,090.0 110.0
29949,29950,20-0204JD-MX-091-1243-09001000,2,04/01/2002,2002,4,31.086666,-122.663333,090.0 100.0
29950,29951,20-0204JD-PR-091-1840-09000900,2,04/01/2002,2002,4,31.421666,-121.985,090.0 090.0
29951,29952,20-0204JD-MX-092-0041-09000800,2,04/02/2002,2002,4,31.756666,-121.32,090.0 080.0
29952,29953,20-0204JD-MX-092-1836-09000700,2,04/02/2002,2002,4,32.083333,-120.64,090.0 070.0
29953,29954,20-0204JD-MX-092-1251-09000600,2,04/02/2002,2002,4,32.42,-119.966666,090.0 060.0
29954,29955,20-0204JD-PR-092-1748-09000530,2,04/02/2002,2002,4,32.653333,-119.488333,090.0 053.0
29955,29956,20-0204JD-MX-092-2309-09000450,2,04/02/2002,2002,4,32.921666,-118.936666,090.0 045.0
29956,29957,20-0204JD-MX-093-0411-09000370,2,04/03/2002,2002,4,33.186666,-118.388333,090.0 037.0
29957,29958,20-0204JD-MX-093-0700-09000350,2,04/03/2002,2002,4,33.255,-118.246666,090.0 035.0
29958,29959,20-0204JD-MX-093-1041-09000300,2,04/03/2002,2002,4,33.423333,-117.905,090.0 030.0
29959,29960,20-0204JD-MX-093-1310-09000280,2,04/03/2002,2002,4,33.483333,-117.771666,090.0 028.0
29960,29961,20-0204JD-MX-093-2154-08670330,2,04/03/2002,2002,4,33.888333,-118.491666,086.7 033.0
29961,29962,20-0204JD-MX-094-0051-08670350,2,04/04/2002,2002,4,33.82,-118.618333,086.7 035.0
29962,29963,20-0204JD-MX-094-0452-08670400,2,04/04/2002,2002,4,33.658333,-118.975,086.7 040.0
29963,29964,20-0204JD-MX-094-0852-08670450,2,04/04/2002,2002,4,33.495,-119.318333,086.7 045.0
29964,29965,20-0204JD-MX-094-1238-08670500,2,04/04/2002,2002,4,33.323333,-119.656666,086.7 050.0
29965,29966,20-0204JD-PR-094-1722-08670550,2,04/04/2002,2002,4,33.156666,-119.998333,086.7 055.0
29966,29967,20-0204JD-MX-095-0215-08670600,2,04/05/2002,2002,4,32.993333,-120.351666,086.7 060.0
29967,29968,20-0204JD-MX-095-0903-08670700,2,04/05/2002,2002,4,32.655,-121.03,086.7 070.0
29968,29969,20-0204JD-PR-095-1733-08670800,2,04/05/2002,2002,4,32.323333,-121.716666,086.7 080.0
29969,29970,20-0204JD-MX-095-2244-08670900,2,04/05/2002,2002,4,31.985,-122.39,086.7 090.0
29970,29971,20-0204JD-MX-096-0432-08671000,2,04/06/2002,2002,4,31.656666,-123.066666,086.7 100.0
29971,29972,20-0204JD-MX-096-1031-08671100,2,04/06/2002,2002,4,31.323333,-123.741666,086.7 110.0
29972,29973,20-0204JD-PR-096-1805-08331100,2,04/06/2002,2002,4,31.898333,-124.17,083.3 110.0
29973,29974,20-0204JD-MX-096-2329-08331000,2,04/06/2002,2002,4,32.248333,-123.491666,083.3 100.0
29974,29975,20-0204JD-MX-097-0549-08330900,2,04/07/2002,2002,4,32.575,-122.808333,083.3 090.0
29975,29976,20-0204JD-MX-097-1230-08330800,2,04/07/2002,2002,4,32.908333,-122.135,083.3 080.0
29976,29977,20-0204JD-PR-097-1902-08330700,2,04/07/2002,2002,4,33.245,-121.446666,083.3 070.0
29977,29978,20-0204JD-MX-098-0134-08330600,2,04/08/2002,2002,4,33.576666,-120.755,083.3 060.0
29978,29979,20-0204JD-MX-098-0547-08330550,2,04/08/2002,2002,4,33.74,-120.406666,083.3 055.0
29979,29980,20-0204JD-MX-098-0928-08330510,2,04/08/2002,2002,4,33.88,-120.135,083.3 051.0
29980,29981,20-0204JD-MX-098-1523-08330420,2,04/08/2002,2002,4,34.178333,-119.51,083.3 042.0
29981,29982,20-0204JD-PR-098-1826-08330410,2,04/08/2002,2002,4,34.226666,-119.431666,083.3 041.0
29982,29983,20-0204JD-MX-098-2214-08180469,2,04/08/2002,2002,4,34.278333,-120.025,081.8 046.9
29983,29984,20-0204JD-MX-099-0252-08000510,2,04/09/2002,2002,4,34.45,-120.518333,080.0 051.0
29984,29985,20-0204JD-MX-099-0554-08000550,2,04/09/2002,2002,4,34.311666,-120.796666,080.0 055.0
29985,29986,20-0204JD-MX-099-0949-08000600,2,04/09/2002,2002,4,34.146666,-121.155,080.0 060.0
29986,29987,20-0204JD-PR-099-1730-08000700,2,04/09/2002,2002,4,33.816666,-121.838333,080.0 070.0
29987,29988,20-0204JD-MX-099-2253-08000800,2,04/09/2002,2002,4,33.486666,-122.533333,080.0 080.0
29988,29989,20-0204JD-MX-100-0508-08000900,2,04/10/2002,2002,4,33.155,-123.22,080.0 090.0
29989,29990,20-0204JD-MX-100-1104-08001000,2,04/10/2002,2002,4,32.821666,-123.906666,080.0 100.0
29990,29991,20-0204JD-PR-100-1837-07901100,2,04/10/2002,2002,4,32.708333,-124.745,079.0 110.0
29991,29992,20-0204JD-MX-101-0233-07671000,2,04/11/2002,2002,4,33.386666,-124.325,076.7 100.0
29992,29993,20-0204JD-MX-101-0852-07670900,2,04/11/2002,2002,4,33.721666,-123.635,076.7 090.0
29993,29994,20-0204JD-PR-101-1747-07670800,2,04/11/2002,2002,4,34.048333,-122.936666,076.7 080.0
29994,29995,20-0204JD-MX-101-2339-07670700,2,04/11/2002,2002,4,34.388333,-122.24,076.7 070.0
29995,29996,20-0204JD-MX-102-0615-07670600,2,04/12/2002,2002,4,34.716666,-121.545,076.7 060.0
29996,29997,20-0204JD-MX-102-1039-07670550,2,04/12/2002,2002,4,34.89,-121.196666,076.7 055.0
29997,29998,20-0204JD-MX-102-1421-07670510,2,04/12/2002,2002,4,35.02,-120.92,076.7 051.0
29998,29999,20-0204JD-PR-102-1809-07670490,2,04/12/2002,2002,4,35.086666,-120.776666,076.7 049.0
29999,30000,20-0207NM-PR-183-1830-09330267,3,07/02/2002,2002,7,32.956666,-117.31,093.3 026.7
30000,30001,20-0207NM-MX-183-2201-09330280,3,07/02/2002,2002,7,32.905,-117.393333,093.3 028.0
30001,30002,20-0207NM-MX-184-0122-09330300,3,07/03/2002,2002,7,32.841666,-117.533333,093.3 030.0
30002,30003,20-0207NM-MX-184-0530-09330350,3,07/03/2002,2002,7,32.678333,-117.876666,093.3 035.0
30003,30004,20-0207NM-MX-184-0931-09330400,3,07/03/2002,2002,7,32.511666,-118.216666,093.3 040.0
30004,30005,20-0207NM-MX-184-1330-09330450,3,07/03/2002,2002,7,32.343333,-118.56,093.3 045.0
30005,30006,20-0207NM-PR-184-1850-09330500,3,07/03/2002,2002,7,32.181666,-118.923333,093.3 050.0
30006,30007,20-0207NM-MX-184-2246-09330550,3,07/03/2002,2002,7,32.003333,-119.233333,093.3 055.0
30007,30008,20-0207NM-MX-185-0250-09330600,3,07/04/2002,2002,7,31.845,-119.578333,093.3 060.0
30008,30009,20-0207NM-MX-185-0838-09330700,3,07/04/2002,2002,7,31.505,-120.251666,093.3 070.0
30009,30010,20-0207NM-PR-185-1841-09330800,3,07/04/2002,2002,7,31.186666,-120.971666,093.3 080.0
30010,30011,20-0207NM-MX-185-2356-09330900,3,07/04/2002,2002,7,30.85,-121.596666,093.3 090.0
30011,30012,20-0207NM-MX-186-0543-09331000,3,07/05/2002,2002,7,30.513333,-122.263333,093.3 100.0
30012,30013,20-0207NM-MX-186-1130-09331100,3,07/05/2002,2002,7,30.186666,-122.93,093.3 110.0
30013,30014,20-0207NM-PR-186-1844-09331200,3,07/05/2002,2002,7,29.853333,-123.598333,093.3 120.0
30014,30015,20-0207NM-MX-187-0104-09001200,3,07/06/2002,2002,7,30.415,-123.998333,090.0 120.0
30015,30016,20-0207NM-MX-187-0723-09001100,3,07/06/2002,2002,7,30.753333,-123.335,090.0 110.0
30016,30017,20-0207NM-MX-187-1340-09001000,3,07/06/2002,2002,7,31.086666,-122.666666,090.0 100.0
30017,30018,20-0207NM-PR-187-1928-09000900,3,07/06/2002,2002,7,31.418333,-121.998333,090.0 090.0
30018,30019,20-0207NM-MX-188-0244-09000800,3,07/07/2002,2002,7,31.75,-121.32,090.0 080.0
30019,30020,20-0207NM-MX-188-0847-09000700,3,07/07/2002,2002,7,32.083333,-120.641666,090.0 070.0
30020,30021,20-0207NM-PR-188-1801-09000600,3,07/07/2002,2002,7,32.43,-119.978333,090.0 060.0
30021,30022,20-0207NM-MX-188-2325-09000530,3,07/07/2002,2002,7,32.653333,-119.486666,090.0 053.0
30022,30023,20-0207NM-MX-189-0507-09000450,3,07/08/2002,2002,7,32.918333,-118.94,090.0 045.0
30023,30024,20-0207NM-MX-189-1040-09000370,3,07/08/2002,2002,7,33.183333,-118.393333,090.0 037.0
30024,30025,20-0207NM-MX-189-1344-09000350,3,07/08/2002,2002,7,33.255,-118.253333,090.0 035.0
30025,30026,20-0207NM-PR-189-1914-09000300,3,07/08/2002,2002,7,33.431666,-117.933333,090.0 030.0
30026,30027,20-0207NM-MX-189-2131-09000280,3,07/08/2002,2002,7,33.486666,-117.771666,090.0 028.0
30027,30028,20-0207NM-MX-190-0431-08670330,3,07/09/2002,2002,7,33.888333,-118.493333,086.7 033.0
30028,30029,20-0207NM-MX-190-0654-08670350,3,07/09/2002,2002,7,33.825,-118.633333,086.7 035.0
30029,30030,20-0207NM-MX-190-1129-08670400,3,07/09/2002,2002,7,33.658333,-118.973333,086.7 040.0
30030,30031,20-0207NM-MX-190-1523-08670450,3,07/09/2002,2002,7,33.495,-119.316666,086.7 045.0
30031,30032,20-0207NM-PR-190-1949-08670500,3,07/09/2002,2002,7,33.326666,-119.665,086.7 050.0
30032,30033,20-0207NM-MX-191-0044-08670550,3,07/10/2002,2002,7,33.16,-120.015,086.7 055.0
30033,30034,20-0207NM-MX-191-0436-08670600,3,07/10/2002,2002,7,32.988333,-120.355,086.7 060.0
30034,30035,20-0207NM-MX-191-1023-08670700,3,07/10/2002,2002,7,32.658333,-121.036666,086.7 070.0
30035,30036,20-0207NM-PR-191-1925-08670800,3,07/10/2002,2002,7,32.336666,-121.718333,086.7 080.0
30036,30037,20-0207NM-MX-192-0117-08670900,3,07/11/2002,2002,7,31.99,-122.393333,086.7 090.0
30037,30038,20-0207NM-MX-192-0656-08671000,3,07/11/2002,2002,7,31.66,-123.075,086.7 100.0
30038,30039,20-0207NM-MX-192-1251-08671100,3,07/11/2002,2002,7,31.323333,-123.743333,086.7 110.0
30039,30040,20-0207NM-PR-192-1851-08331100,3,07/11/2002,2002,7,31.913333,-124.168333,083.3 110.0
30040,30041,20-0207NM-MX-193-0120-08331000,3,07/12/2002,2002,7,32.246666,-123.491666,083.3 100.0
30041,30042,20-0207NM-MX-193-0643-08330900,3,07/12/2002,2002,7,32.581666,-122.81,083.3 090.0
30042,30043,20-0207NM-MX-193-1211-08330800,3,07/12/2002,2002,7,32.913333,-122.126666,083.3 080.0
30043,30044,20-0207NM-PR-193-1905-08330700,3,07/12/2002,2002,7,33.263333,-121.455,083.3 070.0
30044,30045,20-0207NM-MX-194-0125-08330600,3,07/13/2002,2002,7,33.581666,-120.753333,083.3 060.0
30045,30046,20-0207NM-MX-194-0517-08330550,3,07/13/2002,2002,7,33.748333,-120.42,083.3 055.0
30046,30047,20-0207NM-MX-194-0912-08330510,3,07/13/2002,2002,7,33.88,-120.141666,083.3 051.0
30047,30048,20-0207NM-MX-194-1544-08330406,3,07/13/2002,2002,7,34.226666,-119.415,083.3 040.6
30048,30049,20-0207NM-PR-194-1846-08330420,3,07/13/2002,2002,7,34.181666,-119.513333,083.3 042.0
30049,30050,20-0207NM-MX-194-2331-08180469,3,07/13/2002,2002,7,34.275,-120.016666,081.8 046.9
30050,30051,20-0207NM-MX-195-0439-08000510,3,07/14/2002,2002,7,34.45,-120.528333,080.0 051.0
30051,30052,20-0207NM-MX-195-0741-08000550,3,07/14/2002,2002,7,34.318333,-120.813333,080.0 055.0
30052,30053,20-0207NM-MX-195-1152-08000600,3,07/14/2002,2002,7,34.156666,-121.163333,080.0 060.0
30053,30054,20-0207NM-PR-195-1900-08000700,3,07/14/2002,2002,7,33.833333,-121.858333,080.0 070.0
30054,30055,20-0207NM-MX-196-0108-08000800,3,07/15/2002,2002,7,33.48,-122.535,080.0 080.0
30055,30056,20-0207NM-MX-196-0643-08000900,3,07/15/2002,2002,7,33.151666,-123.238333,080.0 090.0
30056,30057,20-0207NM-MX-196-1215-08001000,3,07/15/2002,2002,7,32.821666,-123.918333,080.0 100.0
30057,30058,20-0207NM-PR-196-1900-07671000,3,07/15/2002,2002,7,33.388333,-124.33,076.7 100.0
30058,30059,20-0207NM-MX-197-0235-07670900,3,07/16/2002,2002,7,33.725,-123.635,076.7 090.0
30059,30060,20-0207NM-MX-197-0840-07670800,3,07/16/2002,2002,7,34.051666,-122.941666,076.7 080.0
30060,30061,20-0207NM-PR-197-1811-07670700,3,07/16/2002,2002,7,34.396666,-122.251666,076.7 070.0
30061,30062,20-0207NM-MX-197-2317-07670600,3,07/16/2002,2002,7,34.726666,-121.55,076.7 060.0
30062,30063,20-0207NM-MX-198-0314-07670550,3,07/17/2002,2002,7,34.886666,-121.203333,076.7 055.0
30063,30064,20-0207NM-MX-198-0654-07670510,3,07/17/2002,2002,7,35.021666,-120.921666,076.7 051.0
30064,30065,20-0207NM-MX-198-0928-07670490,3,07/17/2002,2002,7,35.09,-120.78,076.7 049.0
30065,30066,20-0211NM-PR-314-1945-09330267,4,11/10/2002,2002,11,32.96,-117.308333,093.3 026.7
30066,30067,20-0211NM-MX-314-2323-09330280,4,11/10/2002,2002,11,32.915,-117.396666,093.3 028.0
